name,slug,url,sku,price,categories,manufacturer,composition,cas_number,function,dosage_form,synonym,quality,einecs
"Meglumine low in endotoxins EMPROVE® API Ph Eur,ChP,JP,USP",meglumine-low-in-endotoxins-emprove-api,https://www.pharmaexcipients.com/product/meglumine-low-in-endotoxins-emprove-api/,PE1136,0,,Merck KGaA,Meglumine,6284-40-8,Counterion; Solubility enhancement; stabilizer,Capsules; Granules; Tablets,1-Deoxy-1-(methylamino)-D-glucitol; 1-Deoxy-1-methylaminosorbitol; Meglumine; N-Methyl-D-glucamine,ChP; JP; Ph.Eur.; USP,228-506-9
"L-Histidine monohydrochloride monohydrate EMPROVE® EXPERT Ph Eur,BP,JP",l-histidine-monohydrochloride-monohydrate-emprove-expert,https://www.pharmaexcipients.com/product/l-histidine-monohydrochloride-monohydrate-emprove-expert/,PE1135,0,,Merck KGaA,L-Histidine monohydrochloride,123333-71-1,buffer,biopharmaceutical formulations,His; L-α-Amino-β-(4-imidazolyl)propionic acid monohydrochloride,BP; JP; Ph.Eur.,211-438-9
"L-Histidine EMPROVE® EXPERT Ph Eur,USP,JP",l-histidine-emprove-expert,https://www.pharmaexcipients.com/product/l-histidine-emprove-expert/,PE1134,0,,Merck KGaA,L-Histidine,71-00-1,buffer,biopharmaceutical formulations,(S)-2-Amino-3-(4-imidazolyl)propionic acid; His; NSC 137773,JP; Ph.Eur.; USP,200-745-3
"L-Arginine EMPROVE® EXPERT Ph Eur,JP,USP",l-arginine-emprove-expert,https://www.pharmaexcipients.com/product/l-arginine-emprove-expert/,PE1133,0,,Merck KGaA,L-Arginine,74-79-3,additive for protein refolding; aggregate suppression; buffer for chromatography; viscosity reduction,biopharmaceutical formulations,Arg,BP; JP; Ph.Eur.; USP,200-811-1
"L-Arginine monohydrochloride EMPROVE® EXPERT Ph Eur,BP,JP,USP",l-arginine-monohydrochloride-emprove-expert,https://www.pharmaexcipients.com/product/l-arginine-monohydrochloride-emprove-expert/,PE1132,0,,Merck KGaA,L-Arginine monohydrochloride,74-79-3,additive for protein refolding; aggregate suppression; buffer for chromatography; viscosity reduction,biopharmaceutical formulations,Arg,BP; JP; Ph.Eur.; USP,200-811-1
"Glycerol anhydrous (vegetable) EMPROVE® EXPERT Ph Eur,BP,JP,USP,ACS",glycerol-anhydrous-vegetable-emprove-expert,https://www.pharmaexcipients.com/product/glycerol-anhydrous-vegetable-emprove-expert/,PE1131,0,,Merck KGaA,Aqueous solution of glycerol,56-81-5,co-solvent; Emollient; Humectant; plasticizer; Solvent; Thickener,"creams and gels; including ophthalmic; oral solid and oral liquid dosages; solid, semi-solid and parenteral formulations; tablet coatings","Glycerin; Glycerol solution; propane-1,2,3-triol; Protol; Trihydroxylpropane",ACS; BP; JP; Ph.Eur.; USP,200-289-5
"Glycerol 85% EMPROVE® Expert, Ph. Eur., BP",glycerol-85-emprove-expert,https://www.pharmaexcipients.com/product/glycerol-85-emprove-expert/,PE1130,0,,Merck KGaA,Aqueous solution of glycerol,56-81-5,co-solvent; Emollient; Humectant; plasticizer; Solvent; viscosity increasing agent,"creams and gels; including ophthalmic; oral solid and oral liquid dosages; solid, semi-solid and parenteral formulations; tablet coatings","Glycerin; Glycerol solution; propane-1,2,3-triol; Protol; Trihydroxylpropane",BP; Ph.Eur.,200-289-5
"Ethanolamine EMPROVE® EXPERT Ph Eur,BP,NF",ethanolamine-emprove-expert,https://www.pharmaexcipients.com/product/ethanolamine-emprove-expert/,PE1129,0,,Merck KGaA,Ethanolamine,141-43-5,buffer; pH modifier,parenteral formulations,,BP; NF; Ph.Eur.,205-483-3
"di-Sodium hydrogen phosphate heptahydrate EMPROVE® EXPERT DAC,USP",di-sodium-hydrogen-phosphate-heptahydrate-emprove-expert,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-heptahydrate-emprove-expert/,PE1128,0,,Merck KGaA,Disodium Hydrogen Phosphate,7782-85-6,buffer; pH modifier,biopharmaceutical manufacturing and formulation; parenteral formulations,,DAC; USP,231-448-7
"di-Sodium hydrogen phosphate heptahydrate EMPROVE® ESSENTIAL DAC,USP",di-sodium-hydrogen-phosphate-heptahydrate-emprove-essential,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-heptahydrate-emprove-essential/,PE1127,0,,Merck KGaA,Disodium Hydrogen Phosphate,7782-85-6,buffer; pH modifier,liquid formulations,,DAC; USP,231-448-7
"di-Sodium hydrogen phosphate dodecahydrate cryst. EMPROVE® ESSENTIAL Ph Eur,BP,JP,USP",di-sodium-hydrogen-phosphate-dodecahydrate-cryst-emprove-essential,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-dodecahydrate-cryst-emprove-essential/,PE1126,0,,Merck KGaA,Disodium Hydrogen Phosphate,10039-32-4,buffer; pH modifier,liquid formulations,,BP; JP; Ph.Eur.; USP,231-448-7
"di-Sodium hydrogen phosphate dihydrate EMPROVE® EXPERT Ph Eur,BP,USP",di-sodium-hydrogen-phosphate-dihydrate-emprove-expert,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-dihydrate-emprove-expert/,PE1125,0,,Merck KGaA,Disodium Hydrogen Phosphate,10028-24-7,buffer; pH modifier,biopharmaceutical manufacturing and formulation; parenteral formulations,,BP; Ph.Eur.; USP,231-448-7
"di-Sodium hydrogen phosphate dihydrate EMPROVE® ESSENTIAL Ph Eur,BP,USP",di-sodium-hydrogen-phosphate-dihydrate-emprove-essential,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-dihydrate-emprove-essential/,PE1124,0,,Merck KGaA,Disodium Hydrogen Phosphate,10028-24-7,buffer; pH modifier,liquid formulations,,BP; Ph.Eur.; USP,231-448-7
"di-Sodium hydrogen phosphate anhydrous EMPROVE® ESSENTIAL Ph Eur,BP,USP,JPE,E 339",di-sodium-hydrogen-phosphate-anhydrous-emprove-essential,https://www.pharmaexcipients.com/product/di-sodium-hydrogen-phosphate-anhydrous-emprove-essential/,PE1123,0,,Merck KGaA,Disodium Hydrogen Phosphate,7558-79-4,buffer; pH modifier,liquid formulations,,BP; E 339; JPE; Ph.Eur.; USP,231-448-7
"di-Potassium hydrogen phosphate anhydrous, EMPROVE® ESSENTIAL Ph Eur,BP,E 340",di-potassium-hydrogen-phosphate-anhydrous-emprove-essential,https://www.pharmaexcipients.com/product/di-potassium-hydrogen-phosphate-anhydrous-emprove-essential/,PE1122,0,,Merck KGaA,Dipotassium Hydrogen Phosphate,7758-11-4,buffer; pH modifier,liquid formulations,,BP; E 340; Ph.Eur.,231-834-5
"di-Potassium hydrogen phosphate anhydrous EMPROVE® EXPERT Ph Eur,BP,USP",di-potassium-hydrogen-phosphate-anhydrous-emprove-expert,https://www.pharmaexcipients.com/product/di-potassium-hydrogen-phosphate-anhydrous-emprove-expert/,PE1121,0,,Merck KGaA,Dipotassium Hydrogen Phosphate,7758-11-4,buffer; pH modifier,biopharmaceutical manufacturing and formulation; parenteral formulations,,BP; Ph.Eur.; USP,231-834-5
"D(-)-Mannitol EMPROVE® EXPERT Ph Eur,BP,USP,JP",d-mannitol-emprove-expert,https://www.pharmaexcipients.com/product/d-mannitol-emprove-expert/,PE1120,0,,Merck KGaA,D-Mannitol,69-65-8,Bulking agent; lyoprotecting agent in lyophilization; stabilizer,biopharmaceutical formulations; parenteral formulations,,BP; JP; Ph.Eur.; USP,200-711-8
"Citric acid monohydrate cryst. EMPROVE® EXPERT Ph Eur,BP,JP,USP,ACS",citric-acid-monohydrate-cryst-emprove-expert,https://www.pharmaexcipients.com/product/citric-acid-monohydrate-cryst-emprove-expert/,PE1119,0,,Merck KGaA,Citric Acid,5949-29-1,buffer; pH modifier,biopharmaceutical manufacturing and formulation; parenteral formulations,,ACS; BP; JP; Ph.Eur.; USP,201-069-1
"Citric acid anhydrous powder EMPROVE® EXPERT Ph Eur,BP,JP,USP,ACS",citric-acid-anhydrous-powder-emprove-expert,https://www.pharmaexcipients.com/product/citric-acid-anhydrous-powder-emprove-expert/,PE1118,0,,Merck KGaA,Citric Acid,77-92-9,buffer; pH modifier,biopharmaceutical manufacturing and formulation; parenteral formulations,,ACS; BP; JP; Ph.Eur.; USP,201-069-1
"Calcium hydrogen phosphate anhydrous extra fine powder EMPROVE® ESSENTIAL Ph Eur,BP,USP,FCC,E 341 (ii)",calcium-hydrogen-phosphate-anhydrous-extra-fine-powder-emprove-essential,https://www.pharmaexcipients.com/product/calcium-hydrogen-phosphate-anhydrous-extra-fine-powder-emprove-essential/,PE1117,0,,Merck KGaA,Calcium Hydrogen Phosphate,7757-93-9,Binder; filler,Capsules; Tablets,,BP; E 341 (ii); FCC; Ph.Eur.; USP,231-826-1
"Benzyl Alcohol EMPROVE® EXPERT Ph Eur,ChP,JP,NF",benzyl-alcohol-emprove-expert,https://www.pharmaexcipients.com/product/benzyl-alcohol-emprove-expert/,PE1116,0,,Merck KGaA,Benzyl Alcohol,100-51-6,preservative,parenteral formulations,,BP; JP; NF; Ph.Eur.,
"Benzyl alcohol EMPROVE® ESSENTIAL Ph Eur,BP,JP,NF",benzyl-alcohol-emprove-essential,https://www.pharmaexcipients.com/product/benzyl-alcohol-emprove-essential/,PE1115,0,,Merck KGaA,Benzyl Alcohol,100-51-6,preservative,liquid formulations,,BP; JP; NF; Ph.Eur.,
"Benzalkonium chloride solution EMPROVE® Expert, Ph. Eur., NF",benzalkonium-chloride-solution-emprove-expert,https://www.pharmaexcipients.com/product/benzalkonium-chloride-solution-emprove-expert/,PE1114,0,,Merck KGaA,50% solution of benzalkonium chloride in water,63449-41-2,preservative,ophthalmics; parenteral formulations; topical creams and gels,,NF; Ph.Eur.,
"Benzalkonium Chloride EMPROVE® EXPERT Ph Eur,NF",benzalkonium-chloride-emprove-expert,https://www.pharmaexcipients.com/product/benzalkonium-chloride-emprove-expert/,PE1113,0,,Merck KGaA,Benzalkonium Chloride,63449-41-2,preservative,ophthalmics; parenteral formulations; topical creams and gels,,NF; Ph.Eur.,
"Ammonium sulfate EMPROVE® EXPERT ChP,NF,ACS",ammonium-sulfate-emprove-expert,https://www.pharmaexcipients.com/product/ammonium-sulfate-emprove-expert/,PE1112,0,,Merck KGaA,Ammonium Sulfate,7783-20-2,precipitant,Biopharmaceutical process; parenteral formulations,,ACS; ChP; NF,231-984-1
REFINED SESAME OIL IV-1,refined-sesame-oil-iv-1,https://www.pharmaexcipients.com/product/refined-sesame-oil-iv-1/,PE1110,0,,ADM,Sesame Oil,8008-74-0,Solvent,,,EP; USP,
REFINED OLIVE OIL IV,refined-olive-oil-iv,https://www.pharmaexcipients.com/product/refined-olive-oil-iv/,PE1109,0,,ADM,Olive Oil,8001-25-0,Solvent,,,EP; USP,
REFINED SOYBEAN OIL IV,refined-soybean-oil-iv,https://www.pharmaexcipients.com/product/refined-soybean-oil-iv/,PE1108,0,,ADM,Soybean Oil,8001-22-7,Solvent,,,EP; USP,
Kollisolv® PEG 600,kollisolv-peg-600,https://www.pharmaexcipients.com/product/kollisolv-peg-600/,PE1107,0,,BASF,Poly(ethylene glycol); Polyethylene Glycol (PEG),25322-68-3,Emollient; Plasticization; Solvent,,,JP; Ph.Eur.; USP/NF,
Kollisolv® PEG 1450,kollisolv-peg-1450,https://www.pharmaexcipients.com/product/kollisolv-peg-1450/,PE1106,0,,BASF,Poly(ethylene glycol); Polyethylene Glycol,25322-68-3,Emollient; Plasticization; Solvent,,,JP; Ph.Eur.; USP/NF,
Kollisolv® PEG 600 LA,kollisolv-peg-600-la,https://www.pharmaexcipients.com/product/kollisolv-peg-600-la/,PE1105,0,,BASF,Polyethylene Glycol (PEG),25322-68-3,Emollient; Plasticization; Solvent,,,JP; Ph.Eur.; USP/NF,
Kollisolv® PEG 1000,kollisolv-peg-1000,https://www.pharmaexcipients.com/product/kollisolv-peg-1000/,PE1104,0,,BASF,Poly(ethylene glycol),25322-68-3,Emollient; Plasticization; Solvent,,,JP; Ph.Eur.; USP/NF,
Kollisolv® PEG 3350 USP LAX,kollisolv-peg-3350-usp-lax,https://www.pharmaexcipients.com/product/kollisolv-peg-3350-usp-lax/,PE1103,0,,BASF,Poly(ethylene glycol); Polyethylene Glycol,25322-68-3,Binder; Consistency factors &amp; viscosity enhancement; Plasticization; Solvent; Structurants &amp; matrix builders,,,JP; Ph.Eur.; USP/NF,
Kollisolv® PEG 8000,kollisolv-peg-8000,https://www.pharmaexcipients.com/product/kollisolv-peg-8000/,PE1102,0,,BASF,Polyethylene Glycol (PEG),25322-68-3,Binder; Consistency factors &amp; viscosity enhancement; Plasticization; Solvent; Structurants &amp; matrix builders,Topical,,JP; Ph.Eur.; USP/NF,
Captisol,captisol,https://www.pharmaexcipients.com/product/captisol/,PE1101,0,,Ligand,Sodium Sulphobutylether-beta-cyclodextrin,182410-00-0,Solubilizer,,cyclodextrin; SBE-Beta-CD,JP; Ph.Eur.; USP/NF,
SIMALINE&trade; L80,simaline-l-80,https://www.pharmaexcipients.com/product/simaline-l-80/,PE1100,0,,SEPPIC,PEG-30 dipolyhydroxystearate; Sorbitan Oleate,,Emulsifier; Topical Excipient,Geltrap; Rectal; Topical; Transdermal; Vaginal; W/O emulsions,,Ph.Eur.,
Aquapolish® P white 010.107 (Test product),aquapolish-p-white,https://www.pharmaexcipients.com/product/aquapolish-p-white/,PE1099,0,,BIOGRUND GmbH,"Mix of film building polymers, plasticizers or other additives.",,Fast soluble / immediate release,"SODFs: tablets, granules, capsules, pellets",,Food &amp; Pharma,
EUDRACAP® enteric,eudracap-enteric,https://www.pharmaexcipients.com/product/eudracap-enteric/,PE1084,0,,Evonik Operations GmbH,Capsule shell (HPMCAS-based),9004-65-3,Designed for drug products targeted for release in the ileo-colonic region.,Functional ready-to-fill capsules,,,
AMONYL™,amonyl,https://www.pharmaexcipients.com/product/amonyl/,PE1083,0,,SEPPIC,betaine derivates,,foaming agents; Surfactants,Granules; Tablets,,,
Shin-Etsu AQOAT® (HPMCAS),aqoat,https://www.pharmaexcipients.com/product/aqoat/,PE1082,0,,Shin-Etsu,– Hypromellose Acetate Succinate (HPMCAS); Polymer,9004-65-3,Coating systems; enteric coating material that can be used in aqueous or organic media; Film coating,Granules; Tablets,,JP; USP,
Sepifilm&trade; White TF,sepifilm-white-tf,https://www.pharmaexcipients.com/product/sepifilm-white-tf/,PE1081,0,,SEPPIC,Without titanium dioxide,,Coating systems; Film coating,Tablets,,,
Sepifilm&trade; Classic,sepifilm-classic,https://www.pharmaexcipients.com/product/sepifilm-classic/,PE1080,0,,SEPPIC,HPMC,9004-65-3,Coating systems; Film coating,Tablets,,,
Chematic® FL Cleaner,chematic-fl-cleaner,https://www.pharmaexcipients.com/product/chematic-fl-cleaner/,PE1079,0,,Dober Inc.; Evonik Operations GmbH,Equipment cleaning agent,,Equipment cleaning after processing EUDRAGIT® FL,,Cleaner,,
InhaLac 300,inhalac-300,https://www.pharmaexcipients.com/product/inhalac-300/,PE1078,0,,Meggle,Lactose for Inhalation,63-42-3,Used for Dry Powder Inhaler formulations,Nasal; pulmonary,,EP; JP; USP/NF,
PharSQ® Spheres CM XL,pharsq-spheres-cm-xl,https://www.pharmaexcipients.com/product/pharsq-spheres-cm-xl/,PE1077,0,,Budenheim,Mixture of 80% dibasic calcium phosphate anhydrous and 20% microcrystalline cellulose,7757-93-9; 9004-34-6,Drug Carrier,Capsule; Sachets; Tablets,,JP; Ph.Eur.; USP/NF,232-674-9
PharSQ® Spheres CM L,pharsq-spheres-cm-l,https://www.pharmaexcipients.com/product/pharsq-spheres-cm-l/,PE1076,0,,Budenheim,Mixture of 80% dibasic calcium phosphate anhydrous and 20% microcrystalline cellulose,7757-93-9; 9004-34-6,Drug Carrier,Capsule; Sachets; Tablets,,JP; Ph.Eur.; USP/NF,232-674-9
PharSQ® Spheres CM M,pharsq-spheres-cm-m,https://www.pharmaexcipients.com/product/pharsq-spheres-cm-m/,PE1075,0,,Budenheim,Mixture of 80% dibasic calcium phosphate anhydrous and 20% microcrystalline cellulose,7757-93-9; 9004-34-6,Drug Carrier,Capsules; Sachets; Tablets,,JP; Ph.Eur.; USP/NF,232-674-9
PharSQ® Spheres CM S,pharsq-spheres-cm-s,https://www.pharmaexcipients.com/product/pharsq-spheres-cm-s/,PE1074,0,,Budenheim,Mixture of 80% dibasic calcium phosphate anhydrous and 20% microcrystalline cellulose,7757-93-9; 9004-34-6,Drug Carrier,Capsules; Sachets; Tablets,,JP; Ph.Eur.; USP/NF,232-674-9
PharSQ® Spheres CM XS,pharsq-spheres-cm-xs,https://www.pharmaexcipients.com/product/pharsq-spheres-cm-xs/,PE1073,0,,Budenheim,Mixture of 80% dibasic calcium phosphate anhydrous and 20% microcrystalline cellulose,7757-93-9; 9004-34-6,Drug Carrier,Capsules; Sachets; Tablets,,JP; Ph.Eur.; USP/NF,232-674-9
PharSQ® Base TS 20,pharsq-base-ts,https://www.pharmaexcipients.com/product/pharsq-base-ts/,PE1072,0,,Budenheim,Trisodium phosphate anhydrous,7601-54-9,buffer; pH-regulation,liquids; semi-solids; Solids,"Phosphoric acid, trisodium salt; Trisodium phosphate anhydrous",NF,231-509-8
PharSQ® Base DS 30,pharsq-base-ds,https://www.pharmaexcipients.com/product/pharsq-base-ds/,PE1071,0,,Budenheim,Disodium phosphate anhydrous,7558-79-4,buffer; pH-regulation,liquids; semi-solids; Solids,"Disodium hydrogen phosphate anhydrous; Phosphoric acid, disodium salt",Ph.Eur.; USP,231-448-7
PharSQ® Base MS 20,pharsq-base-ms,https://www.pharmaexcipients.com/product/pharsq-base-ms/,PE1070,0,,Budenheim,Monosodium phosphate anhydrous,7558-80-7,buffer; pH-regulation,liquids; semi-solids; Solids,"Monosodium phosphate; Phosphoric acid, monosodium salt",USP,231-449-2
PharSQ® Base TP 30,pharsq-base-tp,https://www.pharmaexcipients.com/product/pharsq-base-tp/,PE1069,0,,Budenheim,Tripotassium phosphate,7778-53-2,buffer; pH-regulation,liquids; semi-solids; Solids,Potassium orthophosphate,ICHQ3D,231-907-1
PharSQ® Base DP 20,pharsq-base-dp,https://www.pharmaexcipients.com/product/pharsq-base-dp/,PE1068,0,,Budenheim,Dipotassium phosphate,7758-11-4,buffer; pH-regulation,liquids; semi-solids; Solids,"Dipotassium hydrogen phosphate; Phosphoric acid, dipotassium salt",Ph.Eur.,231-834-5
PharSQ® Base MP 30,pharsq-base-mp,https://www.pharmaexcipients.com/product/pharsq-base-mp/,PE1067,0,,Budenheim,Monopotassium phosphate,7778-77-0,buffer; pH-regulation,liquids; semi-solids; Solids,"Monopotassium phosphate; Phosphoric acid, monopotassium salt",NF; Ph.Eur.,231-913-4
"Speech: Paediatric formulation development: Can we just make everything smaller, or is it more than that?",speech-sandra-klein,https://www.pharmaexcipients.com/product/speech-sandra-klein/,PE1066,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: Identifying Critical Binder Attributes to Facilitate Binder Selection for Efficient Formulation Development in a Continuous Twin Screw Wet Granulation Process,speeches-vandevivere-hauschildt,https://www.pharmaexcipients.com/product/speeches-vandevivere-hauschildt/,PE1065,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: Insights and Trends of Film Coatings,speech-allison-labriola,https://www.pharmaexcipients.com/product/speech-allison-labriola/,PE1064,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speeches: Lipid nanoparticle technology: Paving the way for RNA therapeutics + Lipid nanoparticles: The role of excipients in nucleic acid therapies,speech-dominik-witzigmann,https://www.pharmaexcipients.com/product/speech-dominik-witzigmann/,PE1063,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: Excipients and Quality by Design in Formulation Design and Development,speech-chris-moreton,https://www.pharmaexcipients.com/product/speech-chris-moreton/,PE1062,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech Recording,speech-panel-ajaz-hussain,https://www.pharmaexcipients.com/product/speech-panel-ajaz-hussain/,PE1061,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: Functional Related Chemical Profiling (FRCP) of excipients during formulation development,speech-hans-platteeuw,https://www.pharmaexcipients.com/product/speech-hans-platteeuw/,PE1060,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: 3D printing for personalized medicine: Excipients for a Digital Pharmacy Era,speech-alvaro-goyanes,https://www.pharmaexcipients.com/product/speech-alvaro-goyanes/,PE1059,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
Speech: The Importance of Excipient Composition and its Impact on Drug Performance,speech-dave-schoneker,https://www.pharmaexcipients.com/product/speech-dave-schoneker/,PE1058,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
"Speech: The Multifaceted Impact of Pharmaceutical Excipients: Fakes, Nanotechnology and Innovation Considerations",speech-bahijja-raimi-abraham,https://www.pharmaexcipients.com/product/speech-bahijja-raimi-abraham/,PE1057,1000,,ExciPerience,N/A (not an excipient product),,Video,,,,
TAP 850-1000,tap-850-1000,https://www.pharmaexcipients.com/product/tap-850-1000/,PE1055,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 700 PSD,tap-700-psd,https://www.pharmaexcipients.com/product/tap-700-psd/,PE1054,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 500-600,tap-500-600,https://www.pharmaexcipients.com/product/tap-500-600/,PE1053,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 425-600 PSD,tap-425-600-psd,https://www.pharmaexcipients.com/product/tap-425-600-psd/,PE1052,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 425-600,tap-425-600,https://www.pharmaexcipients.com/product/tap-425-600/,PE1051,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 425-500,tap-425-500,https://www.pharmaexcipients.com/product/tap-425-500/,PE1050,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 300-425,tap-300-425,https://www.pharmaexcipients.com/product/tap-300-425/,PE1049,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 700,tap-700,https://www.pharmaexcipients.com/product/tap-700/,PE1048,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 600,tap-600,https://www.pharmaexcipients.com/product/tap-600/,PE1047,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 500,tap-500,https://www.pharmaexcipients.com/product/tap-500/,PE1046,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 400,tap-400,https://www.pharmaexcipients.com/product/tap-400/,PE1045,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 300,tap-300,https://www.pharmaexcipients.com/product/tap-300/,PE1044,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
TAP 200,tap-200,https://www.pharmaexcipients.com/product/tap-200/,PE1043,0,,IPC Process Center GmbH,Natural Tartaric Acid,87-69-4,pH-modifying starter core for drug layering and coating,Capsules; Sachets; Tablets,neutral starter pellets; pellets; TAP,EP; JP; USP/NF,201-766-0
Novata®- B PH / BC PH / BCF PH,novata,https://www.pharmaexcipients.com/product/novata/,PE1042,0,,BASF,Hard fat,67701-26-2,Carriers; matrix for suppositories; sensory enhancer; viscosity enhancers,capsule fills in soft gels; cream; Inlets; Ointments,Hard fat,Ph.Eur.,266-944-2
Kollicream® OD,kollicream-od,https://www.pharmaexcipients.com/product/kollicream-od/,PE1041,0,,BASF,2-octyldodecan-1-ol,5333-42-6,Emollient; Penetration enhancer; Solubilizer,Creams; emulsion; foam; gels; Lotions; Ointments,Eutanol® G PH,IPEC-PQG GMP; Ph.Eur.; USP/NF,226-242-9
Kollicream® OA,kollicream-oa,https://www.pharmaexcipients.com/product/kollicream-oa/,PE1040,0,,BASF,Alcohols; C16-18; C18-unsatd.,68002-94-8,Emollient; Skin Penetration Enhancer; Solubilizer; Solvent,Creams; emulsion; foam; gels; Lotions; Ointments,HD Eutanol® V PH,IPEC-PQG GMP; Ph.Eur.; USP/NF,268-106-1
Kollicream® IPM,kollicream-ipm,https://www.pharmaexcipients.com/product/kollicream-ipm/,PE1039,0,,BASF,Isopropyl myristate,110-27-0,Emollient; Skin Penetration Enhancer; Solubilizer; Solvent,Creams; emulsion; foam; gels; Ointments,Isopropyl Myristate PH,IPEC-PQG GMP; Ph.Eur.; USP/NF,203-751-4
Kollicream® DO,kollicream-do,https://www.pharmaexcipients.com/product/kollicream-do/,PE1038,0,,BASF,Decyl oleate,3687-46-5,Emollient; moisture barrier properties; Solubilizer,Creams; emulsion; foam; gels; Lotions; non-irritating topical semi-solid; Oils; Ointments,Cetion® V PH,IPEC-PQG GMP; Ph.Eur.,222-981-6
Kollicream® CP 15,kollicream-cp-15,https://www.pharmaexcipients.com/product/kollicream-cp-15/,PE1037,0,,BASF,C12-18-alkyl esters; C16-18; Fatty acids,95912-87-1,Emollient; viscosity building agent,Creams; emulsion; foam; gels; Lotions; non-irritating topical semi-solid; Oils; Ointments,Cutina® CP PH,IPEC-PQG GMP; Ph.Eur.,306-083-2
Kollicream® 3 C,kollicream-3-c,https://www.pharmaexcipients.com/product/kollicream-3-c/,PE1036,0,,BASF,C12-18-alkyl esters; C8-10; Fatty acids,95912-86-0,Emollient; Skin Penetration Enhancer; Solubilizer,Creams; emulsion; foam; gels; Lotions; non-irritating topical semi-solid; Ointments,Cetiol® LC PH; Cocoyl Caprylocaprate (Ph.Eur.),IPEC-PQG GMP; Ph.Eur.,306-082-7
Kolliwax® S,kolliwax-s,https://www.pharmaexcipients.com/product/kolliwax-s/,PE1035,0,,BASF,Glyceryl stearate,67701-03-5,Co-Emulsifier; Consistency agent; Film coating; Lubricant; Moisture protection; Solubilizer; viscosity enhancement,oral solid as well as semi-solid dosage forms,Speziol® D Pharma; Stearic acid 50,JP; Ph.Eur.; USP/NF,266-928-5
