name,slug,url,sku,price,categories,manufacturer,composition,cas_number,function,dosage_form,synonym,quality,einecs
Sheffield 314,sheffield-314,https://www.pharmaexcipients.com/product/sheffield-314/,PE1337,0,,Kerry,crystalline monohydrate lactose; lactose,63-42-3,,Wet Granulation;Dry Granulation Roller Compaction;Hard Capsule Filling;Sachet,,EP; JP; USP-NF,
Sheffield 200 Mesh,sheffield-200-mesh,https://www.pharmaexcipients.com/product/sheffield-200-mesh/,PE1336,0,,Kerry,crystalline monohydrate lactose; lactose,63-42-3,,Wet Granulation;Dry Granulation Roller Compaction;Hard Capsule Filling;Sachet,,EP; JP; USP-NF,
Sheffield Anhydrous DTHV-I,sheffield-anhydrous-dthv-i,https://www.pharmaexcipients.com/product/sheffield-anhydrous-dthv-i/,PE1335,0,,Kerry,lactose,63-42-3,DC Excipient; filler,Direct Tableting;Dry Granulation Roller Compaction;Hard Capsule Filling;Sachet,,EP; JP; USP-NF,
F-Melt® Type M,f-melt-type-m,https://www.pharmaexcipients.com/product/f-melt-type-m/,PE1334,0,,"Fuji Chemical Industries Co., Ltd.",D-Mannitol; Microcrystalline cellulose; Crospovidone; Magnesium aluminometasilicate,9004-34-6,,,,EP; JP; USP-NF,
Instacoat 4G,instacoat-4g,https://www.pharmaexcipients.com/product/instacoat-4g/,PE1333,0,,Ideal Cures,Fourth-generation film coating,,coating,solid oral dosage forms,,NF,
Apinovex,apinovex,https://www.pharmaexcipients.com/product/apinovex/,PE1332,0,,Lubrizol,Polyamino acid-based polymer,,Apinovex™ polymers can be easily incorporated into your drug project via spray drying or other solvent-based processes.,,,NF,
Celphere CP-708,celphere-cp-708,https://www.pharmaexcipients.com/product/celphere-cp-708/,PE1331,0,,Asahi Kasei,Microcrystalline cellulose,9004-34-6,"Drug layering - Sodium salicylate, Drug layering - Vitamin B2, Film Coating - Vitamin B2; MCC Seed Core for Controlled Released Formulation, Dissolution profile affected by coating process and by shear stress in digestive canal",Tablets,Microcrystalline Cellulose,JP; Ph.Eur.; USP/NF,
Celphere CP-507,celphere-cp-507,https://www.pharmaexcipients.com/product/celphere-cp-507/,PE1330,0,,Asahi Kasei,Microcrystalline cellulose,9004-34-6,"Drug layering - Sodium salicylate, Drug layering - Vitamin B2, Film Coating - Vitamin B2; MCC Seed Core for Controlled Released Formulation, Dissolution profile affected by coating process and by shear stress in digestive canal",Tablets,Microcrystalline Cellulose,JP; Ph.Eur.; USP/NF,
Celphere CP-305,celphere-cp-305,https://www.pharmaexcipients.com/product/celphere-cp-305/,PE1329,0,,Asahi Kasei,Microcrystalline cellulose,9004-34-6,"Drug layering - Sodium salicylate, Drug layering - Vitamin B2, Film Coating - Vitamin B2; MCC Seed Core for Controlled Released Formulation, Dissolution profile affected by coating process and by shear stress in digestive canal",Tablets,Microcrystalline Cellulose,JP; Ph.Eur.; USP/NF,
Celphere CP-203,celphere-cp-203,https://www.pharmaexcipients.com/product/celphere-cp-203/,PE1328,0,,Asahi Kasei,Microcrystalline cellulose,9004-34-6,"Drug layering - Sodium salicylate, Drug layering - Vitamin B2, Film Coating - Vitamin B2; MCC Seed Core for Controlled Released Formulation, Dissolution profile affected by coating process and by shear stress in digestive canal",Tablets,Microcrystalline Cellulose,JP; Ph.Eur.; USP/NF,
Celphere CP-102,celphere-cp-102,https://www.pharmaexcipients.com/product/celphere-cp-102/,PE1327,0,,Asahi Kasei,Microcrystalline Cellulose,9004-34-6,"Drug layering - Sodium salicylate, Drug layering - Vitamin B2, Film Coating - Vitamin B2; MCC Seed Core for Controlled Released Formulation, Dissolution profile affected by coating process and by shear stress in digestive canal",Tablets,Microcrystalline Cellulose,JP; Ph.Eur.; USP/NF,
Carbopol Ultrez 20 polymer,carbopol-ultrez-20-polymer,https://www.pharmaexcipients.com/product/carbopol-ultrez-20-polymer/,PE1326,0,,Lubrizol,carbomer homopolymer or copolymer that contains a block copolymer of polyethylene glycol and a long chain alkyl acid ester,25322-68-3,Rheology Modifier / Suspending Agent / Thickener,"It can be used in systems with moderate surfactant content, making it an ideal choice for shampoos, body washes, gels, lotions, and creams.",,NF,
Parteck® MXP 3-82 (Polyvinyl alcohol),parteck-mxp-3-82,https://www.pharmaexcipients.com/product/parteck-mxp-3-82/,PE1325,0,,Merck KGaA,Polyvinyl alcohol,9002-89-5,Matrix polymer for solubility enhancement approaches via hot-melt extrusion,Capsules; extrudates; film; Granules; HME; hot-melt extruded tablets; implants; Tablets; transdermal patches,,EP; JPE; USP,
LUBRITAB® RBW,lubritab-rbw,https://www.pharmaexcipients.com/product/lubritab-rbw/,PE1324,0,,JRS Pharma,rice bran wax,,Lubricant,Capsules; Tablets,gluten-free; Granulate; vegan,,
Sepifilm NATurally COLored,sepifilm-nat-col,https://www.pharmaexcipients.com/product/sepifilm-nat-col/,PE1323,0,,SEPPIC,filler; film coating systems; HPMC,9004-65-3,Coating systems; Film coating,Tablets,,EP; JP; USP-NF,
Klucel Xtend,klucel-xtend,https://www.pharmaexcipients.com/product/klucel-xtend/,PE1322,0,,Ashland,Hydroxypropyl cellulose (HPC),9004-64-2,Sustained-release matrix,Tablets,,EP; JP; USP,
Polyplasdone Crospovidone,polyplasdone-crospovidone,https://www.pharmaexcipients.com/product/polyplasdone-crospovidone/,PE1321,0,,Ashland,Crospovidone,9003-39-8,They provide rapid disintegration as well as drug solubilization and stabilization. It is also used for dispersing oral suspensions.,"Tablets, Orally disintegrating tablets",,EP; JP; USP,
Plasdone Povidone,plasdone-povidone,https://www.pharmaexcipients.com/product/plasdone-povidone/,PE1320,0,,Ashland,Povidone,9003-39-8,,Tablets,,EP; JP; USP,
Natrosol HEC,natrosol-hec,https://www.pharmaexcipients.com/product/natrosol-hec/,PE1319,0,,Ashland,Hydroxyethylcellulose (HEC),9004-57-3,,"solutions, supsensions, tablets",,EP; JP; USP,
Aquarius TF,aquarius-tf,https://www.pharmaexcipients.com/product/aquarius-tf/,PE1318,0,,Ashland,Copovidone; film coating systems; hypromellose; PVA,9003-39-8,Film coating,,,EP; JP; USP,
Aquarius Genesis,aquarius-genesis,https://www.pharmaexcipients.com/product/aquarius-genesis/,PE1317,0,,Ashland,Copovidone; hypromellose; PVA,YYY,"Film coating; offering significant improvements in film coating process productivity with high solids, exceptional adhesion and elegant tablet appearance",Tablets,,EP; JP; USP,
Blanose CMC,blanose-cmc,https://www.pharmaexcipients.com/product/blanose-cmc/,PE1316,0,,Ashland,sodium carboxymethylcellulose (CMC),9004-32-4,"A variety of grades with different degrees of substitution, viscosities and particle sizes to meet specific formulation requirements are available.",injectable,,EP; JP; USP,
Aqualon EC,aqualon-ec,https://www.pharmaexcipients.com/product/aqualon-ec/,PE1315,0,,Ashland,Ethylcellulose,YYY,"Aqualon EC is used as a non-swellable, insoluble component in matrix or coating systems.",,,EP; JP; USP,
Viatel,viatel,https://www.pharmaexcipients.com/product/viatel/,PE1314,0,,Ashland,Amorphous polymers and copolymers including PDLLA and PLGA,YYY,injectable long acting drug delivery,"injectable; Microspheres, solid implants, nanoparticles, in-situ depots",,EP; JP; USP,
Vialose,vialose,https://www.pharmaexcipients.com/product/vialose/,PE1313,0,,Ashland,Trehalose dihydrate,YYY,"Lyoprotectant,Stabilizers",injectable,,EP; JP; USP,
Pharmasolve NMP,pharmasolve-nmp,https://www.pharmaexcipients.com/product/pharmasolve-nmp/,PE1311,0,,Ashland,N-methyl-2-pyrrolidone,872-50-4,,Injectables,,EP; JP; USP,
Plasdone C-grades,plasdone-c-grade,https://www.pharmaexcipients.com/product/plasdone-c-grade/,PE1312,0,,Ashland,Polyvinylpyrrolidone,9003-39-8,,injectable,,EP; JP; USP,
Cavitron Cyclodextrins,cavitron-cyclodextrins,https://www.pharmaexcipients.com/product/cavitron-cyclodextrins/,PE1310,0,,Ashland,cyclodextrin; hydroxypropyl betacyclodextrin,128446-35-5,,,,EP; JP; USP,
Benecel XRF,benecel-xrf,https://www.pharmaexcipients.com/product/benecel-xrf/,PE1309,0,,Ashland,Hydroxypropyl-Methylcellulose (HPMC); Hypromellose (HPMC),9004-67-5,,Tablets,,EP; JP; USP,
Benecel MC,benecel-mc,https://www.pharmaexcipients.com/product/benecel-mc/,PE1308,0,,Ashland,Methylcellulose; Sodium carboxymethylcellulose (MC),9004-67-5,Benecel Methylcellulose used as granulating agent and thickener.,Tablets,,EP; JP; USP,
ProBlend® &#8211; HD,problend-hd,https://www.pharmaexcipients.com/product/problend-hd/,PE1307,0,,Gangwal Healthcare Private Limited,Silicified Microcrystalline Cellulose,7631-86-9; 9004-34-6,Binder; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified; USP/NF,
ProBlend® &#8211; LD,problend-ld,https://www.pharmaexcipients.com/product/problend-ld/,PE1306,0,,Gangwal Healthcare Private Limited,Silicified Microcrystalline Cellulose,7631-86-9; 9004-34-6,Binder; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified; USP/NF,
Solvostar,solvostar,https://www.pharmaexcipients.com/product/solvostar/,PE1305,0,,Gangwal Healthcare Private Limited,Sodium Starch Glycolate,9063-38-1,Disintegrant,Tablets and capsules,SSG,BP; EP; IP; USP-NF,
Lubristar,lubristar,https://www.pharmaexcipients.com/product/lubristar/,PE1304,0,,Gangwal Healthcare Private Limited,Sodium Stearyl Fumarate,4070-80-8,Lubricant,Tablets and capsules,SSF,BP; EP; USP-NF,
Sallyso®,sallyso,https://www.pharmaexcipients.com/product/sallyso/,PE1303,0,,Gangwal Healthcare Private Limited,Croscarmellose Sodium,7811-65-7,disintegrant/superdisintegrant,Tablets and capsules,CSS,BP; EP; IP; USP-NF,
Ristar,ristar,https://www.pharmaexcipients.com/product/ristar/,PE1302,0,,Gangwal Healthcare Private Limited,Rice Starch,9005-25-8,Filler/Binder,Tablets and capsules,,BP; EP; IP; USP-NF,
Tyloxapol,tyloxapol,https://www.pharmaexcipients.com/product/tyloxapol/,PE1301,0,,Gangwal Healthcare Private Limited,Tyloxapol,25301-02-4,Surfactant,Tablets and capsules,,USP-NF,
Sorbiplast,sorbiplast,https://www.pharmaexcipients.com/product/sorbiplast/,PE1300,0,,Gangwal Healthcare Private Limited,Sorbitol 70% mixture plasticizer,50-70-4,plasticizer,Soft gelatin capsules,,ISO/GMP,
Sweet Ace®,sweet-ace,https://www.pharmaexcipients.com/product/sweet-ace/,PE1299,0,,Gangwal Healthcare Private Limited,Acesulfame potassium,55589-62-3,Sweetener,emulsion; suspensions; Syrups; Tablets and capsules,Ace K,BP; IP; USP/NF,
CutCal®,cutcal,https://www.pharmaexcipients.com/product/cutcal/,PE1298,0,,Gangwal Healthcare Private Limited,Neotame,165450-17-9,Sweetener,emulsion; suspensions; Syrups; Tablets and capsules,Neotame,IP; USP/NF,
SucreX®,sucrex,https://www.pharmaexcipients.com/product/sucrex/,PE1297,0,,Gangwal Healthcare Private Limited,sucralose,56038-13-2,Sweetener,emulsion; suspensions; Syrups; Tablets and capsules,Sucralose,BP; EP; IP; USP/NF,
Complexol-HP®,complexol-hp,https://www.pharmaexcipients.com/product/complexol-hp/,PE1296,0,,Gangwal Healthcare Private Limited,HPBCD - Hydroxy propyl Betacyclodextrin,94035-02-6,Solubilizer; Taste masking,emulsion; suspensions; Syrups; Tablets and capsules,HP Betadex; HPBCD,BP; EP; USP/NF,
Complexol B,complexol-b,https://www.pharmaexcipients.com/product/complexol-b/,PE1295,0,,Gangwal Healthcare Private Limited,Betacyclodextrin,7585-39-9,Solubilizer; Taste masking,emulsion; suspensions; Syrups; Tablets and capsules,BCD; Betadex,BP; EP; IP; USP/NF,
STARLOSE®,starlose,https://www.pharmaexcipients.com/product/starlose/,PE1294,0,,Gangwal Healthcare Private Limited,Lactose Monohydrate; Maize starch,10039-26-6; 9005-25-8,Binder; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
Microlose™-M60 P60,microlose-m60-p60,https://www.pharmaexcipients.com/product/microlose-m60-p60/,PE1293,0,,Gangwal Healthcare Private Limited,Lactose Monohydrate; Microcrystalline Cellulose,64044-51-5; 9004-34-6,Binder; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
ProBlend®,problend,https://www.pharmaexcipients.com/product/problend/,PE1292,0,,Gangwal Healthcare Private Limited,Silicified Microcrystalline Cellulose,7631-86-9; 9004-34-6,Binder; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified; USP/NF,
Gellets-P®,gellets-p,https://www.pharmaexcipients.com/product/gellets-p/,PE1291,0,,Gangwal Healthcare Private Limited,Microcrystalline Cellulose,9004-34-6,Neutral Starter Core,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
DiCOM-DC® S-Star,dicom-dc-s-star,https://www.pharmaexcipients.com/product/dicom-dc-s-star/,PE1290,0,,Gangwal Healthcare Private Limited,Maize starch,9005-25-8,DC Excipient; Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
DiCOM-DC® S-604,dicom-dc-s-604,https://www.pharmaexcipients.com/product/dicom-dc-s-604/,PE1289,0,,Gangwal Healthcare Private Limited,Calcium Carbonate; Polyvinylpyrrolidone,471-34-1; 9003-39-8,Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
DiCOM-DC® SR300,dicom-dc-sr300,https://www.pharmaexcipients.com/product/dicom-dc-sr300/,PE1288,0,,Gangwal Healthcare Private Limited,Colloidal Silicon Dioxide; Ethylcellulose; Hydroxypropyl cellulose (HPC); Hydroxypropyl methylcellulose; Magnesium Stearate; Maize starch; Microcrystalline Cellulose; Sodium Starch Glycolate; Talc,9004-65-3 / 9004-57-3 / 9004-34-6 / 9004-64-2 / 9005-25-8 / 14807-96-6 / 7631-86-9 / 557-04-0,Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
DiCOM-DC® SP204,dicom-dc-sp204,https://www.pharmaexcipients.com/product/dicom-dc-sp204/,PE1287,0,,Gangwal Healthcare Private Limited,Light Magneisum Oxide; Maize starch; Microcrystalline Cellulose; Pregelatinised Starch; Sodium Starch Glycolate,9004-34-6 / 1309-48-4 / 9005-25-8 / 9057-07-2 / 9063-38-1,Diluent,Tablets and capsules,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
DiCom® PL009 P60,dicom-pl009-p60,https://www.pharmaexcipients.com/product/dicom-pl009-p60/,PE1285,0,,Gangwal Healthcare Private Limited,Maize starch; Microcrystalline Cellulose,9004-34-6 / 9005-25-8,binding agent; Diluent,Oral solids,,ISO/GMP/WHO/EXCiPACT/HALAL Certified,
Maltose PH,maltose-ph,https://www.pharmaexcipients.com/product/maltose-ph/,PE1284,0,,Nagase Viita,Maltose,6363-53-7,Active ingredient for infusion fluid; Solubilizer; stabilizer,Parenteral,Maltose Hydrate,CP; JP,
Trehalose SG,trehalose-sg,https://www.pharmaexcipients.com/product/trehalose-sg/,PE1283,0,,Nagase Viita,trehalose,99–20–7,"Additive for culture medium; Excipient; Preservation of platelets; Stabilization of antibodies, peptides, and vaccines for injection; Stabilization of biomaterials",Oral; Parenteral,trehalose,CP; EP; JP; USP/NF,
PEARLITOL® 150 SD,pearlitol-150-sd,https://www.pharmaexcipients.com/product/pearlitol-150-sd/,PE1282,0,,Roquette,Mannitol,69-65-8,Diluent for direct compression especially for chewable; effervescent and orodispersible tablets; ideal excipient for chemically unstable or moisture sensitive actives and also diluent for capsules and sachetsGranulated types are also used as a neut,capsules and sachets; Chewable tablets; Lozenges; Oral Disintegrating Tablets; Tablets,,ChP; EP; JP; USP/NF,
FLORITE® PS-200,florite-ps-200,https://www.pharmaexcipients.com/product/florite-ps-200/,PE1281,0,,Tomita Pharmaceutical,Synthetic Calcium Silicate,1344-95-2,bioavailability enhancer; Compression aid; Controlled release; Liquid Absorption; Oil absorption; Solid Dispersion; stabilizer; Tableting aid,Oral; Tablets,Calcium Silicate,USP/NF,
FLORITE® PS-10,florite-ps-10,https://www.pharmaexcipients.com/product/florite-ps-10/,PE1280,0,,Tomita Pharmaceutical,Synthetic Calcium Silicate,1344-95-2,bioavailability enhancer; Compression aid; Controlled release; Liquid Absorption; Oil absorption; Solid Dispersion; stabilizer; Tableting aid,Oral; Tablets,Calcium Silicate,USP/NF,
FLORITE® R,florite-r,https://www.pharmaexcipients.com/product/florite-r/,PE1279,0,,Tomita Pharmaceutical,Synthetic Calcium Silicate,1344-95-2,bioavailability enhancer; Compression aid; Controlled release; Liquid Absorption; Oil absorption; Solid Dispersion; stabilizer; Tableting aid,Oral; Tablets,Calcium Silicate,USP/NF,
Trehalose 100PH,trehalose-100ph,https://www.pharmaexcipients.com/product/trehalose-100ph/,PE1278,0,,Nagase Viita,trehalose,99–20–7,Additive for oral solutions; Excipient; Taste masking,Oral,trehalose,EP; JP; USP/NF,
Super Refined™ L18 POG,super-refined-l18-pog,https://www.pharmaexcipients.com/product/super-refined-l18-pog/,PE1277,0,,Croda,"High purity mixture of mono-, di-, and triesters of glycerol, and mono- and diesters of polyethylene glycols",61789-25-1,Emollient; Emulsifier; Penetration enhancer; Self-emulsifying drug delivery,Oral,Linoleoyl Polyoxyglycerides,Ph.Eur.; USP/NF,
Super Refined™ CCMG 400,super-refined-ccmg-400,https://www.pharmaexcipients.com/product/super-refined-ccmg-400/,PE1276,0,,Croda,caprylocaproyl polyoxylglycerides,361459-38-3,Excipient; Nonionic surfactant; Self-emulsifying drug delivery; Solubiliser; Solvent,Oral; Topical,Caprylocaproyl Polyoxylglycerides,Ph.Eur.; USP/NF,
Super Refined™ Benzyl Alcohol,super-refined-benzyl-alcohol,https://www.pharmaexcipients.com/product/super-refined-benzyl-alcohol/,PE1275,0,,Croda,Benzyl Alcohol,100-51-6,Solvent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Benzyl alcohol,JP; Ph.Eur.; USP/NF,
Super Refined™ P35 Castor Oil,super-refined-p35-castor-oil,https://www.pharmaexcipients.com/product/super-refined-p35-castor-oil/,PE1274,0,,Croda,Castor Oil,61791-12-6,Emulsifier; Excipient; Nonionic surfactant; Self-emulsifying drug delivery; Solubiliser,Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Polyoxyl 35 Castor Oil,JP; Ph.Eur.; USP/NF,
Super Refined™ Lauryl Lactate,super-refined-lauryl-lactate,https://www.pharmaexcipients.com/product/super-refined-lauryl-lactate/,PE1273,0,,Croda,Lauryl Lactate,6283-92-7,Emollient; Emulsifier; Excipient; Humectant; Penetration enhancer,Topical,Lauryl Lactate,,
Super Refined™ DEGEE,super-refined-degee,https://www.pharmaexcipients.com/product/super-refined-degee/,PE1272,0,,Croda,Diethylene glycol monoethyl ether,111-90-0,Excipient; Penetration enhancer; Self-emulsifying drug delivery; Solubiliser; Solvent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Diethylene glycol monoethyl ether,Ph.Eur.; USP/NF,
Super Refined™ Polysorbate 80 POA,super-refined-polysorbate-80-poa,https://www.pharmaexcipients.com/product/super-refined-polysorbate-80-poa/,PE1271,0,,Croda,Polysorbate,9005-65-6,Emulsifier; plasticizer; Solubiliser; Wetting Agent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Polysorbate 80,ChP; JP; Ph.Eur.; USP/NF,
SP CRODAMOL PMP MBAL,sp-crodamol-pmp-mbal,https://www.pharmaexcipients.com/product/sp-crodamol-pmp-mbal/,PE1270,0,,Croda,Propylene glycol dicaprylate/dicaprate,111497-87-1,Carriers; Emollient,Topical,PPG-2 myristyl ether propionate,,
SUPER REFINED™ BRIJ O2,super-refined-brij-o2,https://www.pharmaexcipients.com/product/super-refined-brij-o2/,PE1269,0,,Croda,Polyethylene glycol oleyl ether,5274-65-7,Emulsifier; emulsion stabilizer; Excipient; Nonionic surfactant; Solubiliser; Solvent,Topical,Polyethylene glycol oleyl ether (Oleth-O2),,
SUPER REFINED™ PEANUT OIL,super-refined-peanut-oil,https://www.pharmaexcipients.com/product/super-refined-peanut-oil/,PE1268,0,,Croda,Peanut Oil,8002-03-7,Solvent,Oral; Parenteral; Topical,Peanut Oil,Ph.Eur.; USP/NF,
SUPER REFINED™ SESAME OIL,super-refined-sesame-oil,https://www.pharmaexcipients.com/product/super-refined-sesame-oil/,PE1267,0,,Croda,Sesame Oil,8008-74-0,Solvent,Oral; Parenteral; Topical,Sesame Oil,JP; Ph.Eur.; USP/NF,
SUPER REFINED™ SOYBEAN OIL,super-refined-soybean-oil,https://www.pharmaexcipients.com/product/super-refined-soybean-oil/,PE1266,0,,Croda,Soybean Oil,8001-22-7,Excipient,Oral; Parenteral; Topical,Oleic Acid,JP; Ph.Eur.; USP/NF,
SUPER REFINED™ PEG 400,super-refined-peg-400,https://www.pharmaexcipients.com/product/super-refined-peg-400/,PE1265,0,,Croda,Polyethylene Glycol,25322683,Solvent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Polyethylene Glycol 400,JP; Ph.Eur.; USP/NF,
SUPER REFINED™ OLEIC ACID,super-refined-oleic-acid,https://www.pharmaexcipients.com/product/super-refined-oleic-acid/,PE1264,0,,Croda,Polysorbate,112-80-1,Self-emulsifying drug delivery,Auricular; Nasal; Ophtalmic; Oral; Parenteral,Oleic Acid,JP; Ph.Eur.; USP/NF,
SUPER REFINED™ POLYSORBATE 20,super-refined-polysorbate-20,https://www.pharmaexcipients.com/product/super-refined-polysorbate-20/,PE1263,0,,Croda,Polysorbate,9005-64-5,Emulsifier; plasticizer; Wetting Agent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Vaginal,Polysorbate 80,JP; Ph.Eur.; USP/NF,
SUPER REFINED™ POLYSORBATE 80,super-refined-polysorbate-80,https://www.pharmaexcipients.com/product/super-refined-polysorbate-80/,PE1262,0,,Croda,Polysorbate,9005-65-6,Emulsifier; plasticizer; Wetting Agent,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Rectal; Topical; Vaginal,Polysorbate 80,JP; Ph.Eur.; USP/NF,
TWEEN 20 HP,tween-20-hp,https://www.pharmaexcipients.com/product/tween-20-hp/,PE1261,0,,Croda,Polysorbate,9005-64-5,Emulsifier; Nonionic surfactant; Wetting Agent,Oral; Parenteral; Topical,Polysorbate 20,ChP; JP; Ph.Eur.; USP/NF,
TWEEN 80 HP,tween-80-hp,https://www.pharmaexcipients.com/product/tween-80-hp/,PE1260,0,,Croda,Polysorbate,9005-65-6,Emulsifier; Nonionic surfactant; Wetting Agent,Oral; Parenteral; Topical,Polysorbate 80,ChP; JP; Ph.Eur.; USP/NF,
SUPER REFINED™ CASTOR OIL,super-refined-castor-oil,https://www.pharmaexcipients.com/product/super-refined-castor-oil/,PE1259,0,,Croda,Castor Oil,8001-79-4,Emollient; Emulsifier; Solubiliser,Auricular; Nasal; Ophtalmic; Oral; Parenteral; Topical,Castor Oil,JP; USP/NF,
Dexolve®,dexolve,https://www.pharmaexcipients.com/product/dexolve/,PE1258,0,,Cyclolab,Sulfobutyl ether beta-cyclodextrin,182410-00-0,bioavailability enhancer; Solubility enhancement; stabilizer,,Betadex Sulfobutyl Ether Sodium; SBECD; Sulfobutyl ether beta-cyclodextrin,Ph.Eur.; USP/NF,
WITEPSOL® S 58,witepsol-s-58,https://www.pharmaexcipients.com/product/witepsol-s-58/,PE1257,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids + macrogol cetostearyl ether + glyceryl ricinoleate,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,,
WITEPSOL® S 55,witepsol-s-55,https://www.pharmaexcipients.com/product/witepsol-s-55/,PE1256,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids + macrogol cetostearyl ether + bees wax,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,,
WITEPSOL® S 51,witepsol-s-51,https://www.pharmaexcipients.com/product/witepsol-s-51/,PE1255,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids + macrogol cetostearyl ether + glyceryl ricinoleate,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,,
WITEPSOL® E 75,witepsol-e-75,https://www.pharmaexcipients.com/product/witepsol-e-75/,PE1254,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids + bees wax,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,,
WITEPSOL® E 85,witepsol-e-85,https://www.pharmaexcipients.com/product/witepsol-e-85/,PE1253,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® E 76,witepsol-e-76,https://www.pharmaexcipients.com/product/witepsol-e-76/,PE1252,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® W 45,witepsol-w-45,https://www.pharmaexcipients.com/product/witepsol-w-45/,PE1251,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® W 35,witepsol-w-35,https://www.pharmaexcipients.com/product/witepsol-w-35/,PE1250,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® W 32,witepsol-w-32,https://www.pharmaexcipients.com/product/witepsol-w-32/,PE1249,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® W 25,witepsol-w-25,https://www.pharmaexcipients.com/product/witepsol-w-25/,PE1248,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® H 37,witepsol-h-37,https://www.pharmaexcipients.com/product/witepsol-h-37/,PE1247,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® H 35,witepsol-h-35,https://www.pharmaexcipients.com/product/witepsol-h-35/,PE1246,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® H 32,witepsol-h-32,https://www.pharmaexcipients.com/product/witepsol-h-32/,PE1245,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® H 15,witepsol-h-15,https://www.pharmaexcipients.com/product/witepsol-h-15/,PE1244,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
WITEPSOL® H 12,witepsol-h-12,https://www.pharmaexcipients.com/product/witepsol-h-12/,PE1243,0,,IOI Oleo,Glycerolester of C8 to C18 fatty acids,,"base for production of orals (chewing tablets), ovules and suppositories",Oral; Rectal; Vaginal,Hard fat,JPE; Ph.Eur.; USP,
